age,age_group,job,marital,education,balance,balance_group,housing,loan,default,contact,month,day,duration,campaign,campaign_group,pdays,previous,poutcome,deposit
32,30-39,blue-collar,married,primary,415,Low Balance,yes,no,no,unknown,jun,2,777,4,4-5 Contacts,-1,0,unknown,Yes
29,18-29,blue-collar,single,secondary,260,Low Balance,yes,no,no,unknown,jun,2,707,14,6+ Contacts,-1,0,unknown,Yes
44,40-49,management,divorced,tertiary,-411,Negative Balance,yes,no,yes,unknown,jun,2,432,4,4-5 Contacts,-1,0,unknown,Yes
32,30-39,technician,single,secondary,1279,Medium Balance,yes,no,no,unknown,jun,3,1173,3,2-3 Contacts,-1,0,unknown,Yes
31,30-39,unemployed,married,secondary,86,Low Balance,yes,yes,no,unknown,jun,3,963,2,2-3 Contacts,-1,0,unknown,Yes
40,40-49,self-employed,married,secondary,-754,Negative Balance,yes,yes,yes,unknown,jun,3,941,3,2-3 Contacts,-1,0,unknown,Yes
43,40-49,entrepreneur,married,secondary,0,Zero Balance,no,no,no,unknown,jun,3,1025,7,6+ Contacts,-1,0,unknown,Yes
27,18-29,management,single,secondary,178,Low Balance,yes,no,no,unknown,jun,3,732,2,2-3 Contacts,-1,0,unknown,Yes
37,30-39,services,single,secondary,278,Low Balance,yes,no,no,unknown,jun,3,1045,3,2-3 Contacts,-1,0,unknown,Yes
23,18-29,services,single,secondary,425,Low Balance,yes,no,no,unknown,jun,3,768,1,1 Contact,-1,0,unknown,Yes
25,18-29,management,married,primary,168,Low Balance,yes,no,no,unknown,jun,3,801,1,1 Contact,-1,0,unknown,Yes
26,18-29,blue-collar,single,secondary,-36,Negative Balance,yes,no,yes,unknown,jun,3,482,2,2-3 Contacts,-1,0,unknown,Yes
47,40-49,blue-collar,divorced,primary,126,Low Balance,yes,no,no,unknown,jun,3,2456,2,2-3 Contacts,-1,0,unknown,Yes
35,30-39,admin.,married,secondary,-87,Negative Balance,yes,no,no,unknown,jun,3,1363,7,6+ Contacts,-1,0,unknown,Yes
32,30-39,technician,single,tertiary,6281,High Balance,yes,no,no,unknown,jun,3,1336,4,4-5 Contacts,-1,0,unknown,Yes
45,40-49,management,divorced,secondary,644,Low Balance,yes,no,no,unknown,jun,4,633,1,1 Contact,-1,0,unknown,Yes
30,30-39,admin.,divorced,secondary,377,Low Balance,yes,no,no,unknown,jun,4,524,15,6+ Contacts,-1,0,unknown,Yes
29,18-29,services,single,secondary,-271,Negative Balance,yes,no,no,unknown,jun,4,578,1,1 Contact,-1,0,unknown,Yes
38,30-39,blue-collar,married,primary,5839,High Balance,yes,no,no,unknown,jun,4,984,2,2-3 Contacts,-1,0,unknown,Yes
23,18-29,blue-collar,single,secondary,492,Low Balance,yes,no,no,unknown,jun,4,638,1,1 Contact,-1,0,unknown,Yes
27,18-29,management,single,tertiary,99,Low Balance,yes,no,no,unknown,jun,4,767,2,2-3 Contacts,-1,0,unknown,Yes
27,18-29,management,single,tertiary,-713,Negative Balance,yes,no,yes,unknown,jun,4,525,2,2-3 Contacts,-1,0,unknown,Yes
29,18-29,services,single,secondary,32,Low Balance,yes,no,no,unknown,jun,4,563,1,1 Contact,-1,0,unknown,Yes
30,30-39,self-employed,married,tertiary,543,Low Balance,yes,yes,no,unknown,jun,4,1449,6,6+ Contacts,-1,0,unknown,Yes
36,30-39,blue-collar,married,primary,403,Low Balance,yes,no,no,unknown,jun,4,920,1,1 Contact,-1,0,unknown,Yes
35,30-39,admin.,divorced,secondary,437,Low Balance,yes,no,no,unknown,jun,4,908,1,1 Contact,-1,0,unknown,Yes
36,30-39,blue-collar,married,secondary,1772,Medium Balance,no,no,no,unknown,jun,5,208,1,1 Contact,-1,0,unknown,Yes
59,50-59,retired,divorced,primary,-88,Negative Balance,yes,no,no,unknown,jun,5,910,2,2-3 Contacts,-1,0,unknown,Yes
47,40-49,entrepreneur,married,secondary,0,Zero Balance,no,no,no,unknown,jun,5,1446,1,1 Contact,-1,0,unknown,Yes
58,50-59,entrepreneur,married,tertiary,853,Low Balance,no,no,no,unknown,jun,5,1149,2,2-3 Contacts,-1,0,unknown,Yes
37,30-39,management,single,tertiary,240,Low Balance,no,no,no,unknown,jun,5,1123,1,1 Contact,-1,0,unknown,Yes
46,40-49,admin.,single,secondary,849,Low Balance,yes,no,no,unknown,jun,5,508,2,2-3 Contacts,-1,0,unknown,Yes
43,40-49,blue-collar,single,secondary,318,Low Balance,yes,no,no,unknown,jun,5,736,2,2-3 Contacts,-1,0,unknown,Yes
27,18-29,management,single,tertiary,703,Low Balance,yes,no,no,unknown,jun,5,590,3,2-3 Contacts,-1,0,unknown,Yes
38,30-39,services,divorced,secondary,61,Low Balance,no,no,no,unknown,jun,5,636,1,1 Contact,-1,0,unknown,Yes
53,50-59,housemaid,married,primary,104,Low Balance,no,yes,no,unknown,jun,5,701,1,1 Contact,-1,0,unknown,Yes
47,40-49,blue-collar,married,secondary,1996,Medium Balance,no,no,no,unknown,jun,5,761,2,2-3 Contacts,-1,0,unknown,Yes
56,50-59,housemaid,divorced,primary,1238,Medium Balance,no,no,yes,unknown,jun,5,1558,1,1 Contact,-1,0,unknown,Yes
41,40-49,housemaid,married,secondary,879,Low Balance,no,no,no,unknown,jun,5,1053,2,2-3 Contacts,-1,0,unknown,Yes
29,18-29,self-employed,married,secondary,425,Low Balance,yes,no,no,unknown,jun,5,562,15,6+ Contacts,-1,0,unknown,Yes
50,50-59,technician,married,secondary,416,Low Balance,yes,no,no,unknown,jun,5,494,5,4-5 Contacts,-1,0,unknown,Yes
45,40-49,blue-collar,divorced,primary,844,Low Balance,no,no,no,unknown,jun,5,1018,3,2-3 Contacts,-1,0,unknown,Yes
35,30-39,blue-collar,married,secondary,860,Low Balance,yes,no,no,unknown,jun,5,884,4,4-5 Contacts,-1,0,unknown,Yes
26,18-29,technician,single,secondary,639,Low Balance,yes,no,no,unknown,jun,6,709,5,4-5 Contacts,-1,0,unknown,Yes
26,18-29,admin.,married,secondary,710,Low Balance,yes,yes,no,unknown,jun,6,1276,2,2-3 Contacts,-1,0,unknown,Yes
37,30-39,blue-collar,married,unknown,1508,Medium Balance,no,yes,no,unknown,jun,6,381,2,2-3 Contacts,-1,0,unknown,Yes
30,30-39,admin.,single,secondary,223,Low Balance,yes,no,no,unknown,jun,6,862,11,6+ Contacts,-1,0,unknown,Yes
38,30-39,management,single,tertiary,619,Low Balance,yes,no,no,unknown,jun,6,460,4,4-5 Contacts,-1,0,unknown,Yes
37,30-39,services,divorced,secondary,319,Low Balance,yes,no,no,unknown,jun,6,467,3,2-3 Contacts,-1,0,unknown,Yes
53,50-59,technician,married,secondary,480,Low Balance,no,no,no,unknown,jun,6,648,2,2-3 Contacts,-1,0,unknown,Yes
29,18-29,blue-collar,single,primary,213,Low Balance,yes,no,no,unknown,jun,6,2653,3,2-3 Contacts,-1,0,unknown,Yes
35,30-39,management,single,tertiary,68,Low Balance,no,no,no,unknown,jun,6,1085,1,1 Contact,-1,0,unknown,Yes
28,18-29,blue-collar,married,secondary,2788,Medium Balance,yes,no,no,unknown,jun,6,369,2,2-3 Contacts,-1,0,unknown,Yes
55,50-59,blue-collar,married,unknown,7561,High Balance,no,no,no,unknown,jun,6,685,3,2-3 Contacts,-1,0,unknown,Yes
49,40-49,management,divorced,secondary,-46,Negative Balance,yes,no,no,unknown,jun,9,1055,10,6+ Contacts,-1,0,unknown,Yes
50,50-59,services,married,secondary,1595,Medium Balance,no,no,no,unknown,jun,9,882,1,1 Contact,-1,0,unknown,Yes
43,40-49,management,single,tertiary,1046,Medium Balance,no,no,no,unknown,jun,9,901,1,1 Contact,-1,0,unknown,Yes
58,50-59,self-employed,divorced,tertiary,1382,Medium Balance,no,no,no,unknown,jun,9,700,1,1 Contact,-1,0,unknown,Yes
38,30-39,technician,married,primary,217,Low Balance,yes,no,no,unknown,jun,9,491,6,6+ Contacts,-1,0,unknown,Yes
48,40-49,blue-collar,divorced,primary,183,Low Balance,no,no,no,unknown,jun,9,940,1,1 Contact,-1,0,unknown,Yes
59,50-59,management,married,secondary,1321,Medium Balance,no,no,no,unknown,jun,9,3881,3,2-3 Contacts,-1,0,unknown,Yes
58,50-59,blue-collar,married,secondary,25,Low Balance,no,no,no,unknown,jun,9,486,3,2-3 Contacts,-1,0,unknown,Yes
36,30-39,self-employed,single,tertiary,4844,Medium Balance,no,no,no,unknown,jun,9,1137,3,2-3 Contacts,-1,0,unknown,Yes
42,40-49,entrepreneur,married,tertiary,5345,High Balance,no,no,no,unknown,jun,11,878,3,2-3 Contacts,-1,0,unknown,Yes
41,40-49,admin.,single,secondary,812,Low Balance,no,yes,no,unknown,jun,11,583,4,4-5 Contacts,-1,0,unknown,Yes
42,40-49,admin.,married,secondary,105,Low Balance,no,no,no,unknown,jun,11,1159,4,4-5 Contacts,-1,0,unknown,Yes
39,30-39,management,married,tertiary,-190,Negative Balance,no,yes,no,unknown,jun,11,893,8,6+ Contacts,-1,0,unknown,Yes
57,50-59,housemaid,married,primary,625,Low Balance,no,yes,no,unknown,jun,11,867,1,1 Contact,-1,0,unknown,Yes
52,50-59,retired,married,unknown,293,Low Balance,no,no,no,unknown,jun,11,706,1,1 Contact,-1,0,unknown,Yes
59,50-59,retired,married,unknown,1033,Medium Balance,no,no,no,unknown,jun,11,1199,1,1 Contact,-1,0,unknown,Yes
56,50-59,blue-collar,married,secondary,1210,Medium Balance,no,no,no,unknown,jun,11,935,1,1 Contact,-1,0,unknown,Yes
49,40-49,management,married,tertiary,64,Low Balance,no,no,no,unknown,jun,11,586,1,1 Contact,-1,0,unknown,Yes
35,30-39,blue-collar,divorced,unknown,164,Low Balance,no,no,no,unknown,jun,11,967,2,2-3 Contacts,-1,0,unknown,Yes
36,30-39,unemployed,married,secondary,1766,Medium Balance,no,no,no,unknown,jun,11,595,2,2-3 Contacts,-1,0,unknown,Yes
40,40-49,admin.,single,tertiary,1248,Medium Balance,no,no,no,unknown,jun,11,1290,2,2-3 Contacts,-1,0,unknown,Yes
55,50-59,blue-collar,married,secondary,0,Zero Balance,no,no,no,unknown,jun,12,614,2,2-3 Contacts,-1,0,unknown,Yes
58,50-59,admin.,married,secondary,826,Low Balance,no,no,no,unknown,jun,12,885,1,1 Contact,-1,0,unknown,Yes
39,30-39,self-employed,married,tertiary,2630,Medium Balance,no,no,no,unknown,jun,12,651,5,4-5 Contacts,-1,0,unknown,Yes
47,40-49,housemaid,single,tertiary,3727,Medium Balance,no,no,no,unknown,jun,12,993,6,6+ Contacts,-1,0,unknown,Yes
40,40-49,management,married,secondary,406,Low Balance,yes,no,no,unknown,jun,12,577,2,2-3 Contacts,-1,0,unknown,Yes
35,30-39,blue-collar,married,tertiary,2999,Medium Balance,no,no,no,unknown,jun,12,1141,6,6+ Contacts,-1,0,unknown,Yes
48,40-49,blue-collar,married,secondary,1000,Low Balance,yes,no,no,unknown,jun,12,1268,2,2-3 Contacts,-1,0,unknown,Yes
48,40-49,management,divorced,tertiary,503,Low Balance,no,yes,no,unknown,jun,12,1243,7,6+ Contacts,-1,0,unknown,Yes
24,18-29,blue-collar,single,secondary,-203,Negative Balance,yes,no,yes,unknown,jun,12,465,3,2-3 Contacts,-1,0,unknown,Yes
49,40-49,blue-collar,married,primary,361,Low Balance,yes,no,no,unknown,jun,16,513,2,2-3 Contacts,-1,0,unknown,Yes
36,30-39,blue-collar,married,secondary,274,Low Balance,yes,no,no,unknown,jun,16,686,11,6+ Contacts,-1,0,unknown,Yes
52,50-59,retired,divorced,tertiary,3687,Medium Balance,yes,yes,no,unknown,jun,16,741,4,4-5 Contacts,-1,0,unknown,Yes
42,40-49,entrepreneur,single,unknown,323,Low Balance,no,no,no,unknown,jun,16,617,1,1 Contact,-1,0,unknown,Yes
36,30-39,services,married,secondary,981,Low Balance,no,no,no,unknown,jun,16,1093,1,1 Contact,-1,0,unknown,Yes
36,30-39,blue-collar,divorced,secondary,638,Low Balance,yes,no,no,unknown,jun,16,1395,2,2-3 Contacts,-1,0,unknown,Yes
48,40-49,unemployed,single,tertiary,3229,Medium Balance,no,no,no,unknown,jun,16,1089,1,1 Contact,-1,0,unknown,Yes
51,50-59,management,single,secondary,1610,Medium Balance,yes,no,no,unknown,jun,16,1248,3,2-3 Contacts,-1,0,unknown,Yes
51,50-59,blue-collar,married,secondary,33,Low Balance,no,yes,no,unknown,jun,16,721,3,2-3 Contacts,-1,0,unknown,Yes
46,40-49,technician,married,secondary,536,Low Balance,yes,no,no,unknown,jun,16,750,2,2-3 Contacts,-1,0,unknown,Yes
37,30-39,management,married,tertiary,0,Zero Balance,no,no,no,unknown,jun,16,637,6,6+ Contacts,-1,0,unknown,Yes
36,30-39,entrepreneur,married,tertiary,3057,Medium Balance,no,no,no,unknown,jun,16,2769,4,4-5 Contacts,-1,0,unknown,Yes
47,40-49,management,married,secondary,2892,Medium Balance,no,no,no,unknown,jun,17,556,1,1 Contact,-1,0,unknown,Yes
40,40-49,technician,divorced,tertiary,0,Zero Balance,no,no,no,unknown,jun,17,522,1,1 Contact,-1,0,unknown,Yes
38,30-39,student,single,tertiary,3316,Medium Balance,no,no,no,unknown,jun,17,1345,3,2-3 Contacts,-1,0,unknown,Yes
40,40-49,management,married,secondary,106,Low Balance,no,no,no,unknown,jun,17,676,2,2-3 Contacts,-1,0,unknown,Yes
39,30-39,blue-collar,married,primary,2303,Medium Balance,yes,no,no,unknown,jun,17,775,3,2-3 Contacts,-1,0,unknown,Yes
60,60+,management,married,tertiary,3301,Medium Balance,no,no,no,unknown,jun,17,2621,3,2-3 Contacts,-1,0,unknown,Yes
39,30-39,self-employed,single,tertiary,426,Low Balance,no,no,no,unknown,jun,18,1029,1,1 Contact,-1,0,unknown,Yes
51,50-59,services,divorced,secondary,9,Low Balance,no,no,no,unknown,jun,18,371,2,2-3 Contacts,-1,0,unknown,Yes
27,18-29,admin.,married,secondary,-97,Negative Balance,yes,no,no,unknown,jun,18,1528,2,2-3 Contacts,-1,0,unknown,Yes
41,40-49,management,single,tertiary,11008,High Balance,no,no,no,unknown,jun,18,1540,1,1 Contact,-1,0,unknown,Yes
42,40-49,blue-collar,single,primary,4930,Medium Balance,no,no,no,unknown,jun,18,973,1,1 Contact,-1,0,unknown,Yes
41,40-49,entrepreneur,married,secondary,707,Low Balance,no,no,no,unknown,jun,18,707,1,1 Contact,-1,0,unknown,Yes
33,30-39,technician,married,secondary,4,Low Balance,yes,yes,no,unknown,jun,18,625,2,2-3 Contacts,-1,0,unknown,Yes
46,40-49,admin.,married,secondary,126,Low Balance,no,no,no,unknown,jun,18,1255,1,1 Contact,-1,0,unknown,Yes
31,30-39,blue-collar,married,secondary,671,Low Balance,yes,no,no,unknown,jun,18,704,4,4-5 Contacts,-1,0,unknown,Yes
41,40-49,blue-collar,married,primary,219,Low Balance,no,yes,no,unknown,jun,18,1574,3,2-3 Contacts,-1,0,unknown,Yes
41,40-49,blue-collar,divorced,secondary,3622,Medium Balance,no,no,no,unknown,jun,19,1135,4,4-5 Contacts,-1,0,unknown,Yes
55,50-59,retired,divorced,secondary,1580,Medium Balance,no,yes,no,unknown,jun,19,1007,1,1 Contact,-1,0,unknown,Yes
53,50-59,technician,married,secondary,1319,Medium Balance,no,no,no,unknown,jun,19,1318,3,2-3 Contacts,-1,0,unknown,Yes
55,50-59,housemaid,married,primary,2152,Medium Balance,no,no,no,unknown,jun,19,922,2,2-3 Contacts,-1,0,unknown,Yes
39,30-39,services,married,secondary,2843,Medium Balance,yes,no,no,unknown,jun,19,585,1,1 Contact,-1,0,unknown,Yes
40,40-49,entrepreneur,married,tertiary,0,Zero Balance,no,no,yes,unknown,jun,19,952,4,4-5 Contacts,-1,0,unknown,Yes
59,50-59,retired,married,primary,1115,Medium Balance,no,no,no,unknown,jun,19,834,1,1 Contact,-1,0,unknown,Yes
42,40-49,blue-collar,single,secondary,625,Low Balance,no,no,no,unknown,jun,19,651,3,2-3 Contacts,-1,0,unknown,Yes
41,40-49,blue-collar,married,primary,246,Low Balance,no,no,no,unknown,jun,19,683,3,2-3 Contacts,-1,0,unknown,Yes
27,18-29,blue-collar,married,secondary,61,Low Balance,yes,no,no,unknown,jun,19,1012,1,1 Contact,-1,0,unknown,Yes
25,18-29,blue-collar,single,secondary,-191,Negative Balance,yes,no,no,unknown,jun,19,958,7,6+ Contacts,-1,0,unknown,Yes
43,40-49,unemployed,married,primary,519,Low Balance,no,no,no,unknown,jun,20,973,2,2-3 Contacts,-1,0,unknown,Yes
44,40-49,services,married,secondary,522,Low Balance,no,yes,no,unknown,jun,20,911,1,1 Contact,-1,0,unknown,Yes
26,18-29,blue-collar,single,secondary,-46,Negative Balance,yes,no,no,unknown,jun,20,382,7,6+ Contacts,-1,0,unknown,Yes
52,50-59,retired,married,tertiary,2269,Medium Balance,no,no,no,unknown,jun,20,1210,1,1 Contact,-1,0,unknown,Yes
54,50-59,services,married,unknown,386,Low Balance,no,yes,no,unknown,jun,20,838,1,1 Contact,-1,0,unknown,Yes
56,50-59,management,married,tertiary,0,Zero Balance,no,yes,no,unknown,jun,20,422,1,1 Contact,-1,0,unknown,Yes
57,50-59,management,married,tertiary,9103,High Balance,no,yes,no,unknown,jun,20,1098,2,2-3 Contacts,-1,0,unknown,Yes
29,18-29,blue-collar,single,secondary,908,Low Balance,yes,no,no,unknown,jun,20,1663,1,1 Contact,-1,0,unknown,Yes
47,40-49,technician,married,tertiary,1694,Medium Balance,no,yes,no,unknown,jun,20,560,3,2-3 Contacts,-1,0,unknown,Yes
57,50-59,management,married,tertiary,-92,Negative Balance,yes,yes,no,unknown,jun,20,1617,1,1 Contact,-1,0,unknown,Yes
40,40-49,blue-collar,married,secondary,188,Low Balance,yes,yes,no,unknown,jun,20,570,2,2-3 Contacts,-1,0,unknown,Yes
46,40-49,services,divorced,secondary,0,Zero Balance,no,no,no,unknown,jun,20,1023,3,2-3 Contacts,-1,0,unknown,Yes
43,40-49,blue-collar,single,secondary,740,Low Balance,yes,no,no,unknown,jun,20,585,2,2-3 Contacts,-1,0,unknown,Yes
45,40-49,management,married,tertiary,655,Low Balance,no,no,no,unknown,jun,20,693,3,2-3 Contacts,-1,0,unknown,Yes
24,18-29,management,married,secondary,867,Low Balance,yes,no,no,unknown,jun,20,546,10,6+ Contacts,-1,0,unknown,Yes
40,40-49,blue-collar,married,secondary,1009,Medium Balance,yes,yes,no,unknown,jun,20,1036,5,4-5 Contacts,-1,0,unknown,Yes
38,30-39,services,divorced,unknown,6360,High Balance,no,no,no,unknown,jun,20,1409,2,2-3 Contacts,-1,0,unknown,Yes
36,30-39,unemployed,married,tertiary,4145,Medium Balance,no,no,no,unknown,jun,20,988,4,4-5 Contacts,-1,0,unknown,Yes
27,18-29,blue-collar,single,secondary,-27,Negative Balance,no,no,yes,unknown,jun,23,498,2,2-3 Contacts,-1,0,unknown,Yes
26,18-29,admin.,single,primary,-122,Negative Balance,yes,no,no,unknown,jun,23,670,3,2-3 Contacts,-1,0,unknown,Yes
43,40-49,management,married,tertiary,149,Low Balance,yes,no,no,unknown,jun,23,662,2,2-3 Contacts,-1,0,unknown,Yes
25,18-29,blue-collar,single,primary,52,Low Balance,yes,no,no,unknown,jun,24,528,2,2-3 Contacts,-1,0,unknown,Yes
27,18-29,blue-collar,married,tertiary,335,Low Balance,yes,no,no,unknown,jun,26,519,3,2-3 Contacts,-1,0,unknown,Yes
30,30-39,technician,married,tertiary,526,Low Balance,yes,yes,no,unknown,jun,26,677,3,2-3 Contacts,-1,0,unknown,Yes
28,18-29,admin.,single,secondary,-7,Negative Balance,no,yes,no,unknown,jun,26,3183,2,2-3 Contacts,-1,0,unknown,Yes
27,18-29,blue-collar,married,primary,-413,Negative Balance,no,yes,no,unknown,jun,27,422,6,6+ Contacts,-1,0,unknown,Yes
32,30-39,admin.,divorced,secondary,-241,Negative Balance,no,yes,no,unknown,jun,27,856,2,2-3 Contacts,-1,0,unknown,Yes
41,40-49,blue-collar,single,secondary,75,Low Balance,yes,no,no,unknown,jul,1,479,9,6+ Contacts,-1,0,unknown,Yes
37,30-39,technician,single,tertiary,0,Zero Balance,no,no,no,unknown,jul,1,1135,2,2-3 Contacts,-1,0,unknown,Yes
27,18-29,technician,single,secondary,158,Low Balance,no,no,no,unknown,jul,1,650,2,2-3 Contacts,-1,0,unknown,Yes
29,18-29,services,single,secondary,84,Low Balance,no,yes,no,unknown,jul,3,587,3,2-3 Contacts,-1,0,unknown,Yes
33,30-39,services,married,secondary,114,Low Balance,no,yes,no,unknown,jul,3,676,1,1 Contact,-1,0,unknown,Yes
36,30-39,technician,married,primary,0,Zero Balance,no,no,no,unknown,jul,4,584,1,1 Contact,-1,0,unknown,Yes
28,18-29,blue-collar,single,secondary,-127,Negative Balance,yes,no,no,cellular,jul,4,1044,3,2-3 Contacts,-1,0,unknown,Yes
55,50-59,blue-collar,married,secondary,49,Low Balance,yes,no,no,cellular,jul,7,494,4,4-5 Contacts,-1,0,unknown,Yes
51,50-59,technician,married,secondary,216,Low Balance,no,no,no,cellular,jul,7,615,2,2-3 Contacts,-1,0,unknown,Yes
39,30-39,technician,single,secondary,506,Low Balance,yes,no,no,cellular,jul,7,718,2,2-3 Contacts,-1,0,unknown,Yes
42,40-49,blue-collar,divorced,primary,213,Low Balance,yes,no,no,cellular,jul,7,434,3,2-3 Contacts,-1,0,unknown,Yes
33,30-39,services,single,secondary,170,Low Balance,no,no,no,cellular,jul,7,782,1,1 Contact,-1,0,unknown,Yes
36,30-39,entrepreneur,divorced,tertiary,776,Low Balance,no,yes,no,cellular,jul,7,722,3,2-3 Contacts,-1,0,unknown,Yes
45,40-49,technician,married,secondary,879,Low Balance,no,no,no,cellular,jul,7,621,2,2-3 Contacts,-1,0,unknown,Yes
37,30-39,self-employed,married,secondary,1633,Medium Balance,no,no,no,cellular,jul,7,629,2,2-3 Contacts,-1,0,unknown,Yes
46,40-49,unemployed,married,secondary,926,Low Balance,no,no,no,cellular,jul,7,385,5,4-5 Contacts,-1,0,unknown,Yes
32,30-39,self-employed,single,tertiary,2559,Medium Balance,no,no,no,cellular,jul,7,889,1,1 Contact,-1,0,unknown,Yes
28,18-29,technician,single,secondary,909,Low Balance,no,yes,no,cellular,jul,7,532,1,1 Contact,-1,0,unknown,Yes
45,40-49,admin.,divorced,secondary,-176,Negative Balance,no,yes,no,cellular,jul,7,574,1,1 Contact,-1,0,unknown,Yes
41,40-49,blue-collar,single,secondary,1085,Medium Balance,yes,yes,yes,cellular,jul,7,599,1,1 Contact,-1,0,unknown,Yes
59,50-59,blue-collar,divorced,primary,1265,Medium Balance,no,yes,no,cellular,jul,7,849,1,1 Contact,-1,0,unknown,Yes
47,40-49,technician,single,secondary,-239,Negative Balance,yes,yes,no,cellular,jul,7,973,3,2-3 Contacts,-1,0,unknown,Yes
31,30-39,blue-collar,single,secondary,726,Low Balance,no,no,no,cellular,jul,7,719,2,2-3 Contacts,-1,0,unknown,Yes
31,30-39,management,single,tertiary,296,Low Balance,no,yes,no,cellular,jul,8,509,4,4-5 Contacts,-1,0,unknown,Yes
33,30-39,entrepreneur,married,secondary,-627,Negative Balance,yes,yes,no,cellular,jul,8,740,1,1 Contact,-1,0,unknown,Yes
52,50-59,entrepreneur,married,tertiary,-468,Negative Balance,no,no,yes,cellular,jul,8,534,1,1 Contact,-1,0,unknown,Yes
26,18-29,self-employed,single,secondary,551,Low Balance,no,no,no,cellular,jul,8,531,1,1 Contact,-1,0,unknown,Yes
25,18-29,technician,single,secondary,0,Zero Balance,no,yes,no,cellular,jul,8,634,1,1 Contact,-1,0,unknown,Yes
